Submitted_name,Accepted_name,Accepted_TSN,Order,Family,Genus,Species
Kogotusrickera,Perlodidae,102994,Plecoptera,Perlodidae,NA,NA
Krenopsectra,Krenopsectra,129889,Diptera,Chironomidae,Krenopsectra,NA
Kribiodorum,Kribiodorum,NA,Diptera,Chironomidae,Kribiodorum,NA
Labiobaetis dardanus,Pseudocloeon dardanum,568680,Ephemeroptera,Baetidae,Pseudocloeon,Pseudocloeon dardanum
Labiobaetis ephippiatus,Pseudocloeon ephippiatum,609584,Ephemeroptera,Baetidae,Pseudocloeon,Pseudocloeon ephippiatum
Labiobaetis frondalis,Pseudocloeon frondale,568684,Ephemeroptera,Baetidae,Pseudocloeon,Pseudocloeon frondale
Labiobaetis longipalpus,Pseudocloeon longipalpus,609585,Ephemeroptera,Baetidae,Pseudocloeon,Pseudocloeon longipalpus
Labiobaetis propinquus,Pseudocloeon propinquum,568681,Ephemeroptera,Baetidae,Pseudocloeon,Pseudocloeon propinquum
Labrundinia 3 epler,Labrundinia,128173,Diptera,Chironomidae,Labrundinia,NA
Labrundinia 3 nr virescens,Labrundinia,128173,Diptera,Chironomidae,Labrundinia,NA
Labrundinia 6 epler,Labrundinia,128173,Diptera,Chironomidae,Labrundinia,NA
Labrundinia a epler,Labrundinia,128173,Diptera,Chironomidae,Labrundinia,NA
Labrundinia b epler,Labrundinia,128173,Diptera,Chironomidae,Labrundinia,NA
Labrundinia c epler,Labrundinia,128173,Diptera,Chironomidae,Labrundinia,NA
Labrundinia maculata,Labrundinia maculata,128176,Diptera,Chironomidae,Labrundinia,Labrundinia maculata
Labrundinia nilotanypus,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Labrundinianilotanypus,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Labrundinianilotempus,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Laccobius ellipticus,Laccobius ellipticus,112863,Coleoptera,Hydrophilidae,Laccobius,Laccobius ellipticus
Laccobius ngleri,Laccobius spangleri,112867,Coleoptera,Hydrophilidae,Laccobius,Laccobius spangleri
Laccobius reflexipenis,Laccobius reflexipenis,112866,Coleoptera,Hydrophilidae,Laccobius,Laccobius reflexipenis
Laccobius truncatipennis,Laccobius truncatipennis,112871,Coleoptera,Hydrophilidae,Laccobius,Laccobius truncatipennis
Laccophilus fasciatus rufus,Laccophilus fasciatus,112283,Coleoptera,Dytiscidae,Laccophilus,Laccophilus fasciatus
Laccophilus maculosus maculosus,Laccophilus maculosus,112280,Coleoptera,Dytiscidae,Laccophilus,Laccophilus maculosus
Laccophilus mexicanus,Laccophilus mexicanus,112295,Coleoptera,Dytiscidae,Laccophilus,Laccophilus mexicanus
Laccophilus sp,Laccophilus,112278,Coleoptera,Dytiscidae,Laccophilus,NA
Laccophilus terminalis,Laccophilus fasciatus terminalis,112284,Coleoptera,Dytiscidae,Laccophilus,Laccophilus fasciatus
Lachlania,Lachlania,101030,Ephemeroptera,Oligoneuriidae,Lachlania,NA
Langessa,Langessa,117670,Lepidoptera,Crambidae,Langessa,NA
Lara,Lara,114137,Coleoptera,Elmidae,Lara,Eos reticulata
Larsia a epler,Larsia,128183,Diptera,Chironomidae,Larsia,NA
Larsia berneri,Larsia berneri,128184,Diptera,Chironomidae,Larsia,Larsia berneri
Larsia canadensis,Larsia canadensis,128185,Diptera,Chironomidae,Larsia,Larsia canadensis
Lepidostoma turret case,Lepidostoma,116794,Trichoptera,Lepidostomatidae,Lepidostoma,NA
Lepidostomapanel case,Lepidostoma,116794,Trichoptera,Lepidostomatidae,Lepidostoma,NA
Lepidostomasand case,Lepidostoma,116794,Trichoptera,Lepidostomatidae,Lepidostoma,NA
Lepidostomaturret case,Lepidostoma,116794,Trichoptera,Lepidostomatidae,Lepidostoma,NA
Leptohyphes packeri,Vacupernius packeri,609638,Ephemeroptera,Leptohyphidae,Vacupernius,Vacupernius packeri
Leptohyphes zalope,Leptohyphes zalope,101458,Ephemeroptera,Leptohyphidae,Leptohyphes,Leptohyphes zalope
Lestes disjunctusrectangularis,Lestes,102061,Odonata,Lestidae,Lestes,NA
Lethocerus uhleri,Lethocerus uhleri,103704,Hemiptera,Belostomatidae,Lethocerus,Lethocerus uhleri
Leucotricha,Leucotrichia,115630,Trichoptera,Hydroptilidae,Leucotrichia,NA
Leucotrichia notosa,Leucotrichia notosa,606975,Trichoptera,Hydroptilidae,Leucotrichia,Leucotrichia notosa
Leucrocuta aphrodite,Leucrocuta aphrodite,100684,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta aphrodite
Leucrocuta maculipennis,Leucrocuta maculipennis,100679,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis
Leucrocutanixe,Heptageniidae,100504,Ephemeroptera,Heptageniidae,NA,NA
Libellulinae,Libellulidae,101797,Odonata,Libellulidae,NA,NA
Liides,Lispoides,150805,Diptera,Muscidae,Lispoides,NA
Liides aequifrons,Lispoides aequifrons,150806,Diptera,Muscidae,Lispoides,Lispoides aequifrons
Limnephiloidea,Trichoptera,598162,Trichoptera,NA,NA,NA
Limnichidae,Limnichidae,114030,Coleoptera,Limnichidae,NA,NA
Limnocoris,Limnocoris,103678,Hemiptera,Naucoridae,Limnocoris,NA
Limnophila archaic,Limnophila,120164,Diptera,Tipulidae,Limnophila,NA
Limnophila eloeophila,Limnophila,120164,Diptera,Tipulidae,Limnophila,NA
Limnophora discreta,Limnophora discreta,150733,Diptera,Muscidae,Limnophora,Limnophora discreta
Limoniinae,Tipulidae,119654,Diptera,Tipulidae,NA,NA
Limoniini,Tipulidae,119655,Diptera,Tipulidae,NA,NA
Liodessus affinis complex,Liodessus affinis,112581,Coleoptera,Dytiscidae,Liodessus,Liodessus affinis
Liodessus affinisobsurellus,Liodessus,112580,Coleoptera,Dytiscidae,Liodessus,NA
Lipinella,Lipinella,129531,Diptera,Chironomidae,Lipinella,NA
Lipiniella,Lipinella,129531,Diptera,Chironomidae,Lipinella,NA
Lipogomphus,Lipogomphus,103986,Hemiptera,Hebridae,Lipogomphus,NA
Lipurometriocnemus,Lipurometriocnemus,128809,Diptera,Chironomidae,Lipurometriocnemus,NA
Lopescladius cordiella,Lopescladius,128811,Diptera,Chironomidae,Lopescladius,NA
Lopescladius hyporheicus,Lopescladius hyporheicus,128812,Diptera,Chironomidae,Lopescladius,Lopescladius hyporheicus
Lutrochus a,Lutrochus,114037,Coleoptera,Lutrochidae,Lutrochus,NA
Lutrochus luteus,Lutrochus luteus,114039,Coleoptera,Lutrochidae,Lutrochus,Lutrochus luteus
Lycidae,Lycidae,113840,Coleoptera,Lycidae,NA,NA
Lymnaecia,Limnaecia,117954,Lepidoptera,Cosmopterigidae,Limnaecia,NA
Lysathia,Lysathia,719710,Coleoptera,Chrysomelidae,Lysathia,NA
Maccaffertium bednariki,Maccaffertium bednariki,698212,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium bednariki
Maccaffertium carlsoni,Maccaffertium carlsoni,698214,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium carlsoni
Maccaffertium ithaca,Maccaffertium ithaca,698218,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium ithaca
Maccaffertium meririvulanum,Maccaffertium meririvulanum,698228,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium meririvulanum
Maccaffertium mexicanum intem,Maccaffertium mexicanum integrum,698515,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mexicanum integrum
Maccaffertium pudicum,Maccaffertium pudicum,698238,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium pudicum
Maccaffertium pulchellum,Maccaffertium pulchellum,698241,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium pulchellum
Maccaffertium sinclairi,Maccaffertium sinclairi,698245,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium sinclairi
Maccaffertium vicarium,Maccaffertium mediopunctatum,698469,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium vicarium
Macrelmis formerly elsianus,Macrelmis,193736,Coleoptera,Elmidae,Macrelmis,NA
Macromia illinoiensis georgina,Macromia illinoiensis,593454,Odonata,Corduliidae,Macromia,Macromia illinoiensis
Macromiidae,Corduliidae,102020,Odonata,Corduliidae,NA,NA
Macromiinae,Corduliidae,591727,Odonata,Corduliidae,NA,NA
Macronema,Macronema,115605,Trichoptera,Hydropsychidae,Macronema,NA
Macronychus a,Macronychus,114212,Coleoptera,Elmidae,Macronychus,NA
Macropelopiini,Macropelopiini,128020,Diptera,Chironomidae,NA,NA
Macroveliidae,Macroveliidae,103990,Hemiptera,Macroveliidae,NA,NA
Malirekus iroquois,Malirekus iroquois,103177,Plecoptera,Perlodidae,Malirekus,Malirekus iroquois
Malirekusyugus,Yugus,103197,Plecoptera,Perlodidae,Yugus,NA
Maruina lanceolata,Maruina lanceolata,125394,Diptera,Psychodidae,Maruina,Maruina lanceolata
Matriella teresa,Matriella teresa,776979,Ephemeroptera,Ephemerellidae,Matriella,Matriella teresa
Megaloptera,Megaloptera,115000,Megaloptera,NA,NA,NA
Meropelopiathienemannimyia,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Merragata brunnea,Merragata brunnea,103984,Hemiptera,Hebridae,Merragata,Merragata brunnea
Merragata hebroides,Merragata hebroides,103985,Hemiptera,Hebridae,Merragata,Merragata hebroides
Merycomyia,Merycomyia,131055,Diptera,Tabanidae,Merycomyia,NA
Mesonoterus,Mesonoterus,112638,Coleoptera,Noteridae,Mesonoterus,NA
Mesonoterus addendus,Mesonoterus addendus,717277,Coleoptera,Noteridae,Mesonoterus,Mesonoterus addendus
Mesovelia amoena,Mesovelia amoena,103962,Hemiptera,Mesoveliidae,Mesovelia,Mesovelia amoena
Metrichia nitta,Metrichia nigritta,607144,Trichoptera,Hydroptilidae,Metrichia,Metrichia nigritta
Metriocnemus eurynotus,Metriocnemus eurynotus,128821,Diptera,Chironomidae,Metriocnemus,Metriocnemus eurynotus
Metriocnemus fuscipes,Metriocnemus fuscipes,128826,Diptera,Chironomidae,Metriocnemus,Metriocnemus fuscipes
Metrobates herius,Metrobates hesperius,103859,Hemiptera,Gerridae,Metrobates,Metrobates hesperius
Metrobates trux,Metrobates trux,103863,Hemiptera,Gerridae,Metrobates,Metrobates trux
Miathyria,Miathyria,102009,Odonata,Libellulidae,Miathyria,NA
Micrasema charonis,Micrasema charonis,116959,Trichoptera,Brachycentridae,Micrasema,Micrasema charonis
Micrasema gelidum,Micrasema gelidum,116969,Trichoptera,Brachycentridae,Micrasema,Micrasema gelidum
Micrasema n,Micrasema,116958,Trichoptera,Brachycentridae,Micrasema,NA
Micrasema ulesi,Micrasema sprulesi,116964,Trichoptera,Brachycentridae,Micrasema,Micrasema sprulesi
Microchironomus nivittatus,Microchironomus nigrovittatus,129533,Diptera,Chironomidae,Microchironomus,Microchironomus nigrovittatus
Microcylloepus similis,Microcylloepus similis,114160,Coleoptera,Elmidae,Microcylloepus,Microcylloepus similis
Micronecta ludibunda,Micronecta ludibunda,1089116,Hemiptera,Micronectidae,Micronecta,Micronecta ludibunda
Micropsectra c epler,Micropsectra,129890,Diptera,Chironomidae,Micropsectra,NA
Micropsectra cies a,Micropsectra,129890,Diptera,Chironomidae,Micropsectra,NA
Micropsectra d epler,Micropsectra,129890,Diptera,Chironomidae,Micropsectra,NA
Micropsectra deflecta,Micropsectra deflecta,129898,Diptera,Chironomidae,Micropsectra,Micropsectra deflecta
Micropsectra tanytarsus,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Micropsectratanytarsus,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Microvelia americana,Microvelia americana,103902,Hemiptera,Veliidae,Microvelia,Microvelia americana
Microvelia buenoi,Microvelia buenoi,103914,Hemiptera,Veliidae,Microvelia,Microvelia buenoi
Microvelia californiensis,Microvelia californiensis,103916,Hemiptera,Veliidae,Microvelia,Microvelia californiensis
Microvelia paludicola,Microvelia paludicola,103909,Hemiptera,Veliidae,Microvelia,Microvelia paludicola
Microvelia pulchella,Microvelia pulchella,103910,Hemiptera,Veliidae,Microvelia,Microvelia pulchella
Mmotaulius,Grammotaulius,116309,Trichoptera,Limnephilidae,Grammotaulius,NA
Mmotauliuslimnephilus,Limnephilus,116069,Trichoptera,Limnephilidae,Limnephilus,NA
Molanna ulmerina,Molanna ulmerina,116476,Trichoptera,Molannidae,Molanna,Molanna ulmerina
Molophilus hirtipennis,Molophilus hirtipennis,120780,Diptera,Tipulidae,Molophilus,Molophilus hirtipennis
Monodiamesa depectinata,Monodiamesa depectinata,128443,Diptera,Chironomidae,Monodiamesa,Monodiamesa depectinata
Monoheleabezziapalpomyia,Ceratopogonidae,127076,Diptera,Ceratopogonidae,NA,NA
Munroessa,Munroessa,117672,Lepidoptera,Crambidae,Munroessa,NA
Muscomorpha,Diptera,131750,Diptera,NA,NA,NA
Mycetophilidae,Mycetophilidae,121636,Diptera,Mycetophilidae,NA,NA
Mystacides alafimbriata,Mystacides alafimbriatus,116603,Trichoptera,Leptoceridae,Mystacides,Mystacides alafimbriatus
Myxosargus,Myxosargus,130473,Diptera,Stratiomyidae,Myxosargus,NA
Namamyia plutonis,Namamyia plutonis,116521,Trichoptera,Odontoceridae,Namamyia,Namamyia plutonis
Nannothemis bella,Nannothemis bella,101933,Odonata,Libellulidae,Nannothemis,Nannothemis bella
Nanocladius balticus,Nanocladius balticus,128866,Diptera,Chironomidae,Nanocladius,Nanocladius balticus
Nanocladius branchicolus,Nanocladius branchicolus,128851,Diptera,Chironomidae,Nanocladius,Nanocladius branchicolus
Nanocladius cf rectinervis,Nanocladius,128844,Diptera,Chironomidae,Nanocladius,NA
Nanocladius crassicornusrectinervis,Nanocladius,128844,Diptera,Chironomidae,Nanocladius,NA
Nanocladius niplenus,Nanocladius spiniplenus,128862,Diptera,Chironomidae,Nanocladius,Nanocladius spiniplenus
Natarsia a roback,Natarsia,128070,Diptera,Chironomidae,Natarsia,NA
Neargyractis slossonalis,Neargyractis slossonalis,117757,Lepidoptera,Crambidae,Neargyractis,Neargyractis slossonalis
Nebrioporus rotundatus,Nebrioporus rotundatus,728398,Coleoptera,Dytiscidae,Nebrioporus,Nebrioporus rotundatus
Nectopsyche cilis,Nectopsyche gracilis,116662,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche gracilis
Nectopsyche tavara,Nectopsyche tavara,206645,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche tavara
Nematocera,Diptera,118832,Diptera,NA,NA,NA
Nemotaulius hostilis,Nemotaulius hostilis,116434,Trichoptera,Limnephilidae,Nemotaulius,Nemotaulius hostilis
Nemoura niloba,Nemoura spiniloba,102529,Plecoptera,Nemouridae,Nemoura,Nemoura spiniloba
Nemoura trinosa,Nemoura trispinosa,102535,Plecoptera,Nemouridae,Nemoura,Nemoura trispinosa
Neoascia,Neoascia,141096,Diptera,Syrphidae,Neoascia,NA
Neochoroterpes kossi,Neochoroterpes kossi,568657,Ephemeroptera,Leptophlebiidae,Neochoroterpes,Neochoroterpes kossi
Neochoroterpes oklahoma,Neochoroterpes oklahoma,609646,Ephemeroptera,Leptophlebiidae,Neochoroterpes,Neochoroterpes oklahoma
Neocloeon,Cloeon,100756,Ephemeroptera,Baetidae,Cloeon,NA
Neoclypeodytes leachi,Neoclypeodytes leachi,193580,Coleoptera,Dytiscidae,Neoclypeodytes,Neoclypeodytes leachi
Neoclypeodytes plicipennis,Neoclypeodytes plicipennis,112596,Coleoptera,Dytiscidae,Neoclypeodytes,Neoclypeodytes plicipennis
Neoclypeodytes quadripustulatus,Neoclypeodytes quadripustulatus,193583,Coleoptera,Dytiscidae,Neoclypeodytes,Neoclypeodytes quadripustulatus
Neoclypeodytes roughleyi,Neoclypeodytes roughleyi,728351,Coleoptera,Dytiscidae,Neoclypeodytes,Neoclypeodytes roughleyi
Neogerris,Neogerris,103881,Hemiptera,Gerridae,Neogerris,NA
Neoleptophlebia,Leptophlebiidae,101095,Ephemeroptera,Leptophlebiidae,Neoleptophlebia,NA
Neoperla stewarti,Neoperla stewarti,102945,Plecoptera,Perlidae,Neoperla,Neoperla stewarti
Neophylax aniqua,Neophylax aniqua,116053,Trichoptera,Uenoidae,Neophylax,Neophylax aniqua
Neophylax endens,Neophylax splendens,116063,Trichoptera,Uenoidae,Neophylax,Neophylax splendens
Neophylax etnieri,Neophylax etnieri,605868,Trichoptera,Uenoidae,Neophylax,Neophylax etnieri
Neophylax lewisae,Neophylax lewisae,116046,Trichoptera,Uenoidae,Neophylax,Neophylax lewisae
Neoporus lecontei,Neoporus lecontei,728407,Coleoptera,Dytiscidae,Neoporus,Neoporus lecontei
Neoporus mellitus,Neoporus mellitus,728433,Coleoptera,Dytiscidae,Neoporus,Neoporus mellitus
Neoporus shermani,Neoporus shermani,728409,Coleoptera,Dytiscidae,Neoporus,Neoporus shermani
Neoporus striatopunctatus,Neoporus striatopunctatus,728403,Coleoptera,Dytiscidae,Neoporus,Neoporus striatopunctatus
Neoporus superioris,Neoporus superioris,728410,Coleoptera,Dytiscidae,Neoporus,Neoporus superioris
Neoporus tennetum,Neoporus tennetum,728435,Coleoptera,Dytiscidae,Neoporus,Neoporus tennetum
Neoporus vittatus,Neoporus vittatus,728411,Coleoptera,Dytiscidae,Neoporus,Neoporus vittatus
Neostempellina,Stempellina,129962,Diptera,Chironomidae,Stempellina,NA
Neostempellina reissi,Neostempellina reissi,129962,Diptera,Chironomidae,Stempellina,Neostempellina reissi
Neozavrelia,Neozavrelia,130042,Diptera,Chironomidae,Neozavrelia,NA
Nephrotoma,Nephrotoma,118908,Diptera,Tipulidae,Nephrotoma,NA
Nepticulidae,Nepticulidae,118745,Lepidoptera,Nepticulidae,NA,NA
Neuroptera,Neuroptera,114999,Neuroptera,NA,NA,NA
Niera,Greniera,126667,Diptera,Simuliidae,Greniera,NA
Niera denaria,Greniera denaria,126672,Diptera,Simuliidae,Greniera,Greniera denaria
Nilothauma babiyi,Nilothauma babiyi,129549,Diptera,Chironomidae,Nilothauma,Nilothauma babiyi
Ninia fasciata,Nigronia fasciata,666581,Megaloptera,Corydalidae,Nigronia,Nigronia fasciata
Ninia fasciatus,Nigronia fasciata,666581,Megaloptera,Corydalidae,Nigronia,Nigronia fasciata
Ninia serricornis,Nigronia serricornis,115031,Megaloptera,Corydalidae,Nigronia,Nigronia serricornis
Nixe inconcua,Nixe inconspicua,100701,Ephemeroptera,Heptageniidae,Nixe,Nixe inconspicua
Nixe kennedyi,Nixe kennedyi,609614,Ephemeroptera,Heptageniidae,Nixe,Nixe kennedyi
Nixeleucrocuta,Heptageniidae,100504,Ephemeroptera,Heptageniidae,NA,NA
Noctuidae,Noctuidae,117318,Lepidoptera,Noctuidae,NA,NA
Nothotrichia,Nothotrichia,598719,Trichoptera,Hydroptilidae,Nothotrichia,NA
Notomicrus nanulus,Notomicrus nanulus,112622,Coleoptera,Noteridae,Notomicrus,Notomicrus nanulus
Notonecta irrorata,Notonecta irrorata,103573,Hemiptera,Notonectidae,Notonecta,Notonecta irrorata
Notonecta kirbyi,Notonecta kirbyi,103563,Hemiptera,Notonectidae,Notonecta,Notonecta kirbyi
Notonecta lunata,Notonecta lunata,103577,Hemiptera,Notonectidae,Notonecta,Notonecta lunata
Notonecta nosa,Notonecta spinosa,103567,Hemiptera,Notonectidae,Notonecta,Notonecta spinosa
Notonecta unifasciata,Notonecta unifasciata,103569,Hemiptera,Notonectidae,Notonecta,Notonecta unifasciata
Nyctiophylax affinis,Nyctiophylax affinis,117105,Trichoptera,Polycentropodidae,Nyctiophylax,Nyctiophylax affinis
Nyctiophylax celta,Nyctiophylax celta,117107,Trichoptera,Polycentropodidae,Nyctiophylax,Nyctiophylax celta
Nymphomyiidae,Nymphomyiidae,121292,Diptera,Nymphomyiidae,Nymphomyia,NA
Nymphula,Nymphula,117659,Lepidoptera,Crambidae,Nymphula,NA
Nymphula ekthlipsis,Nymphula ekthlipsis,117664,Lepidoptera,Crambidae,Nymphula,Nymphula ekthlipsis
Nymphuliella,Nymphuliella,117758,Lepidoptera,Crambidae,Nymphuliella,NA
Ochrotrichia riesi,Ochrotrichia riesi,115720,Trichoptera,Hydroptilidae,Ochrotrichia,Ochrotrichia riesi
Oconoperla,Oconoperla,103178,Plecoptera,Perlodidae,Oconoperla,NA
Octogomphus cularis,Octogomphus specularis,101737,Odonata,Gomphidae,Octogomphus,Octogomphus specularis
Odonata,Odonata,101593,Odonata,NA,NA,NA
Odontoceridae,Odontoceridae,116496,Trichoptera,Odontoceridae,NA,NA
Odontomesa ferringtoni,Odontomesa ferringtoni,128451,Diptera,Chironomidae,Odontomesa,Odontomesa ferringtoni
Odontomyia hedriodiscus,Stratiomyidae,130150,Diptera,Stratiomyidae,NA,NA
Odontomyiahedriodiscus,Stratiomyidae,130150,Diptera,Stratiomyidae,NA,NA
Oecetis a floyd,Oecetis,116607,Trichoptera,Leptoceridae,Oecetis,NA
Oecetis avaradisjuncta,Oecetis,116607,Trichoptera,Leptoceridae,Oecetis,NA
Oecetis disjuncta,Oecetis disjuncta,116641,Trichoptera,Leptoceridae,Oecetis,Oecetis disjuncta
Oecetis e floyd,Oecetis,116607,Trichoptera,Leptoceridae,Oecetis,NA
Oecetis f floyd,Oecetis,116607,Trichoptera,Leptoceridae,Oecetis,NA
Oecetis georgia,Oecetis georgia,116643,Trichoptera,Leptoceridae,Oecetis,Oecetis georgia
Oecetis immobilis,Oecetis immobilis,116644,Trichoptera,Leptoceridae,Oecetis,Oecetis immobilis
Oecetis inconcua,Oecetis inconspicua,116613,Trichoptera,Leptoceridae,Oecetis,Oecetis inconspicua
Oecetis inconcua cmplx,Oecetis,116607,Trichoptera,Leptoceridae,Oecetis,NA
Oecetis inconcua complex,Oecetis,116607,Trichoptera,Leptoceridae,Oecetis,NA
Oecetis morsei or yra,Oecetis morsei,603184,Trichoptera,Leptoceridae,Oecetis,Oecetis morsei
Oecetis osteni,Oecetis osteni,116646,Trichoptera,Leptoceridae,Oecetis,Oecetis osteni
Oecetis porteri,Oecetis porteri,116647,Trichoptera,Leptoceridae,Oecetis,Oecetis porteri
Oecetis yra,Oecetis sphyra,116638,Trichoptera,Leptoceridae,Oecetis,Oecetis sphyra
Oecetis yramorsei,Oecetis,116607,Trichoptera,Leptoceridae,Oecetis,NA
Oemopteryx vanduzeea,Oemopteryx vanduzeea,102835,Plecoptera,Taeniopterygidae,Oemopteryx,Oemopteryx vanduzeea
Oemopteryxtaenionema,Taeniopterygidae,102788,Plecoptera,Taeniopterygidae,NA,NA
Oligostomis ocelligera,Oligostomis ocelligera,115901,Trichoptera,Phryganeidae,Oligostomis,Oligostomis ocelligera
Oliveiriella,Chironomidae,127917,Diptera,Chironomidae,Oliveiriella,NA
Onconeura semifimbriata,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Onconeura simifimbriata,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Ophiogomphus arsus,Ophiogomphus aspersus,101747,Odonata,Gomphidae,Ophiogomphus,Ophiogomphus aspersus
Optioservus a,Optioservus,114177,Coleoptera,Elmidae,Optioservus,NA
Optioservus heteroclitus,Optioservus heteroclitus,945779,Coleoptera,Elmidae,Optioservus,Optioservus heteroclitus
